scientific_name,authority,category,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,keep,resolved_match_type
Omphalodes kuzinskyanae,Willk.,VU,Fuzzy (phonetic),FALSE,0.957,1,2390265,Omphalodes kuzinskyana,Willk.,Species,Synonym,TRUE,119467-1,3015057,0,6,1,NA
Centaurea rothmalerana,(Ar�nes) Dost�l,DD,Fuzzy (phonetic),FALSE,0.957,1,3049009,Centaurea rothmaleriana,(Arènes) Dostál,Species,Synonym,TRUE,191471-1,3049942,NA,-1,1,NA
Biscutella vincentina,(Samp.) Rothm.,VU,Fuzzy (edit distance),FALSE,0.952,1,2676701,Biscutella vicentina,(Samp.) Rothm. ex Guinea,Species,Synonym,TRUE,279137-1,2676628,10,14,1,NA
Eryngium maroccanum,Pitard,NT,Fuzzy (edit distance),FALSE,0.947,1,2799419,Eryngium marocanum,Pit.,Species,Accepted,NA,330916-2,2799419,3,3,1,NA
Juncus sorrentinii,Parl.,VU,Fuzzy (phonetic),FALSE,0.944,1,315795,Juncus sorrentinoi,Parl.,Species,Accepted,NA,443491-1,315795,0,5,1,NA
Salix libani,Bornm.,NT,Fuzzy (phonetic),FALSE,0.923,1,2918348,Salix libanii,Bornm.,Species,Synonym,NA,778038-1,3265742,0,6,1,NA
Bellis bernardii,Boiss. &amp; Reut.,LC,Fuzzy (phonetic),FALSE,0.938,1,3097354,Bellis bernardi,Boiss. & Reut.,Species,Accepted,NA,184366-1,3097354,4,8,1,NA
Echinochloa colona,(L.) Link.,LC,Fuzzy (edit distance),FALSE,0.895,2,410176,Echinochloa colonum,(L.) Link,Species,Accepted,NA,399655-1,410176,1,9,1,NA
Ranunculus revelieri,Boreau,LC,Fuzzy (phonetic),FALSE,0.952,1,2526683,Ranunculus revelierei,Boreau,Species,Accepted,NA,713687-1,2526683,0,6,1,NA
Ceratophyllum tanaiticum,Sapegin,DD,Fuzzy (phonetic),FALSE,0.96,1,36959,Ceratophyllum tanaieticum,Sapjegin,Species,Accepted,NA,163089-1,36959,1,4,1,NA
Persicaria glabrum,(Willd. ) M.Gomez,LC,Fuzzy (edit distance),FALSE,0.889,2,2572531,Persicaria glabra,(Willd.) M.Gómez,Species,Accepted,NA,1005755-2,2572531,2,7,1,NA
Vigna macrorrhyncha,(Harms) Milne-Redh.,LC,Fuzzy (phonetic),FALSE,0.947,1,2450593,Vigna macrorhyncha,(Harms) Milne-Redh.,Species,Synonym,NA,525422-1,2466414,0,19,1,NA
Allium circinatum,Sieber,DD,Fuzzy (phonetic),FALSE,0.944,1,295311,Allium circinnatum,Sieber,Species,Accepted,NA,527838-1,295311,0,6,1,NA
Allium marschalianum,Vved.,DD,Fuzzy (phonetic),FALSE,0.952,1,295993,Allium marschallianum,Vved.,Species,Accepted,NA,528389-1,295993,0,5,1,NA
Halophila engelmanni,Asch.,NT,Fuzzy (phonetic),FALSE,0.952,1,308074,Halophila engelmannii,Asch.,Species,Accepted,NA,431749-1,308074,0,5,1,NA
Halophila baillonii,Asch.,VU,Fuzzy (edit distance),FALSE,0.947,1,308069,Halophila baillonis,Asch. ex Dickie,Species,Accepted,NA,431745-1,308069,10,5,1,NA
Lepidium cardamines,L.,LC,Fuzzy (edit distance),FALSE,0.947,1,2337803,Lepidium cardamine,L.,Species,Accepted,NA,324673-2,2337803,0,2,1,NA
Crambe gomerae,H. Christ,VU,Fuzzy (phonetic),FALSE,0.933,1,2741275,Crambe gomeraea,Webb ex Christ,Species,Accepted,NA,281641-1,2741275,7,7,1,NA
Asparagus littoralis,Steven,DD,Fuzzy (phonetic),FALSE,0.95,1,275132,Asparagus litoralis,Steven,Species,Synonym,NA,531172-1,275197,0,6,1,NA
Lindernia hyssopoides,(L.) Haines,LC,Fuzzy (phonetic),FALSE,0.955,1,2498771,Lindernia hyssopioides,(L.) Haines,Species,Accepted,NA,805148-1,2498771,0,11,1,NA
Utricularia albocaerulea,Dalzell,VU,Fuzzy (phonetic),FALSE,0.958,1,518118,Utricularia albocoerulea,Dalzell,Species,Accepted,NA,526572-1,518118,0,7,1,NA
Bothriochloa pseudischaemum,(Nees ex Steud.) Henrard,LC,Fuzzy (phonetic),FALSE,0.964,1,399367,Bothriochloa pseudoischaemum,(Nees ex Steud.) Henrard,Species,Accepted,NA,392744-1,399367,0,24,1,NA
Dalzellia zeylanica,Wight,LC,Fuzzy (phonetic),FALSE,0.947,1,2756550,Dalzellia ceylanica,(Gardner) Wight,Species,Accepted,NA,688142-1,2756550,10,5,1,NA
Bonnaya ruellioides,(Colsm.) Spreng.,LC,Fuzzy (phonetic),FALSE,0.947,1,2679468,Bonnaya ruelloides,(Colsm.) Spreng.,Species,Accepted,NA,799810-1,2679468,0,16,1,NA
Bolbitis presiliana,(F�e) Ching,LC,Fuzzy (phonetic),FALSE,0.947,1,3151835,Bolbitis presliana,(T.Moore) Ching,Species,Synonym,NA,17308600-1,3151839,NA,-1,1,NA
Lipocarpha raynaleana,Govind.,DD,Fuzzy (phonetic),FALSE,0.952,1,252597,Lipocarpha raynaliana,Govind.,Species,Synonym,TRUE,898097-1,489633,0,7,1,NA
Acropogon calcicolus,Morat &amp; Chalopin,VU,Fuzzy (edit distance),FALSE,0.9,2,2603407,Acropogon calcicola,Morat & Chalopin,Species,Accepted,NA,77080941-1,2603407,4,9,1,NA
Atractocarpus platyxylon,(Vieill. ex Pancher &amp; Sebert) Guillaumin,VU,Fuzzy (phonetic),FALSE,0.958,1,17740,Atractocarpus platixylon,(Vieill. ex Pancher & Sebert) Guillaumin,Species,Accepted,NA,744249-1,17740,4,21,1,NA
Cycas petraea,A.Lindstr. &amp; K.D.Hill,NT,Fuzzy (phonetic),FALSE,0.923,1,383416,Cycas petrae,A.Lindstr. & K.D.Hill,Species,Accepted,NA,20012495-1,383416,4,12,1,NA
Memecylon semseii,A. &amp; R. Fern.,EN,Fuzzy (phonetic),FALSE,0.941,1,3017973,Memecylon semsei,A.Fern. & R.Fern.,Species,Accepted,NA,571818-1,3017973,8,5,1,NA
Dalbergia gloveri,"Q. Luke, ined.",EN,Fuzzy (edit distance),FALSE,0.882,2,2755783,Dalbergia oliveri,Gamble ex Prain,Species,Accepted,NA,490372-1,2755783,13,1,1,NA
Warneckea mouririifolia,(Brenan) Borhidi,VU,Fuzzy (phonetic),FALSE,0.957,1,3018060,Warneckea mouririfolia,(Brenan) Borhidi,Species,Accepted,NA,973833-1,3018060,0,16,1,NA
Cyperus longiinvolucratus,Lye,NT,Fuzzy (phonetic),FALSE,0.962,1,237318,Cyperus longi-involucratus,Lye,Species,Accepted,NA,901836-1,237318,0,3,1,NA
Bulbostylis argenteobrunnea,C.B.Clarke,LC,Fuzzy (phonetic),FALSE,0.963,1,222279,Bulbostylis argenteobrunea,C.B.Clarke,Species,Accepted,NA,298119-1,222279,0,10,1,NA
Celosia fadeniorum,C.C.Towns.,EN,Fuzzy (phonetic),FALSE,0.944,1,2707841,Celosia fadenorum,C.C.Towns.,Species,Accepted,NA,59872-1,2707841,0,10,1,NA
Crambe feuillei,A. Santos,CR,Fuzzy (phonetic),FALSE,0.938,1,2606800,Crambe feuilleei,A.Santos ex Prina & Mart.-Laborde,Species,Accepted,NA,77087998-1,2606800,26,6,1,NA
Sesbania brevipedunculata,J.B.Gillett,LC,Fuzzy (edit distance),FALSE,0.92,2,2591150,Sesbania brevipeduncula,J.B.Gillett,Species,Accepted,NA,518444-1,2591150,0,11,1,NA
Isoetes stephansenii,A.V.Duthie,CR,Fuzzy (phonetic),FALSE,0.905,2,3139316,Isoetes stephanseniae,A.V.Duthie,Species,Accepted,NA,77186900-1,3139316,0,10,1,NA
Xyris lejolyanus,Lisowski,DD,Fuzzy (edit distance),FALSE,0.875,2,272804,Xyris lejolyana,Lisowski,Species,Accepted,NA,1011165-1,272804,0,8,1,NA
Magnolia martinii,H.L�v.,LC,Fuzzy (phonetic),FALSE,0.941,1,117709,Magnolia martini,H.Lév.,Species,Accepted,NA,554770-1,117709,NA,-1,1,NA
Pteris barkleyae,(Hook.) Mett. ex Kuhn,LC,Fuzzy (phonetic),FALSE,0.938,1,3144017,Pteris barklyae,(Baker) Mett.,Species,Accepted,NA,17278490-1,3144017,13,7,1,NA
Nymphoides macrospermum,Vasud.Nair,CR,Fuzzy (edit distance),FALSE,0.913,2,2385091,Nymphoides macrosperma,K.V.Nair,Species,Accepted,NA,581703-1,2385091,5,5,1,NA
Osmunda hugeliana,C.Presl,LC,Fuzzy (phonetic),FALSE,0.944,1,3144285,Osmunda huegeliana,C.Presl,Species,Synonym,NA,17168810-1,3275509,0,7,1,NA
Pseudophegopteris pyrrhorachis,(Kunze) Ching,LC,Fuzzy (edit distance),FALSE,0.968,1,3148070,Pseudophegopteris pyrrhorhachis,(Kunze) Ching,Species,Synonym,NA,17452610-1,3167986,0,13,1,NA
Thelypteris xylodes,(Kunze) Ching,LC,Fuzzy (edit distance),FALSE,0.947,1,3223463,Thelypteris tylodes,(Kunze) Ching,Species,Accepted,NA,17424010-1,3223463,0,13,1,NA
Quercus margarettae,(Ashe) Small,LC,Fuzzy (edit distance),FALSE,0.947,1,173863,Quercus margaretiae,(Ashe) Small,Species,Accepted,NA,216046-2,173863,0,12,1,NA
Alnus mandshurica,(Callier) Hand.-Mazz.,LC,Fuzzy (edit distance),FALSE,0.944,1,6507,Alnus mandschurica,(Callier) Hand.-Mazz.,Species,Accepted,NA,107681-1,6507,0,21,1,NA
Carpinus turczaninowii,Hance,LC,Fuzzy (edit distance),FALSE,0.955,1,34462,Carpinus turczaninovii,Hance,Species,Accepted,NA,295286-1,34462,0,5,1,NA
Betula dahurica,Pall.,LC,Fuzzy (edit distance),FALSE,0.933,1,21251,Betula davurica,Pall.,Species,Accepted,NA,60469955-2,21251,0,5,1,NA
Dypsis bernierana,(Baill.) Beentje &amp; J.Dransf.,VU,Fuzzy (phonetic),FALSE,0.944,1,65411,Dypsis bernieriana,(Baill.) Beentje & J.Dransf.,Species,Accepted,NA,985407-1,65411,4,18,1,NA
Adenosma indianum,(Lour.) Merr.,LC,Fuzzy (edit distance),FALSE,0.882,2,2621893,Adenosma indiana,(Lour.) Merr.,Species,Accepted,NA,798435-1,2621893,0,13,1,NA
Asplenium hermannii-christii,Fomin,VU,Fuzzy (phonetic),FALSE,0.929,2,3196516,Asplenium hermanni-christi,Fomin,Species,Synonym,NA,17303200-1,3147523,0,5,1,NA
Bilacunaria caspia,(DC.) Pimenov &amp; V.N.Tikhom.,EN,Fuzzy (edit distance),FALSE,0.947,1,2675915,Bilacunaria caspica,(DC.) Pimenov & V.N.Tikhom.,Species,Accepted,NA,912146-1,2675915,4,15,1,NA
Campanula fonderwisii,Albov,VU,Fuzzy (edit distance),FALSE,0.952,1,364643,Campanula fondervisii,Albov,Species,Synonym,TRUE,140327-1,364387,0,5,1,NA
Cousinia lomakinii,C.Winkl.,EN,Fuzzy (phonetic),FALSE,0.889,2,3044020,Cousinia lamakini,C.Winkl.,Species,Accepted,NA,199036-1,3044020,0,8,1,NA
Erigeron schalbusi,Vierh.,EN,Fuzzy (phonetic),FALSE,0.947,1,3106040,Erigeron schalbusii,Vierh.,Species,Accepted,NA,204472-1,3106040,0,6,1,NA
Heracleum schelkovnikovii,Woronow,LC,Fuzzy (edit distance),FALSE,0.96,1,2846147,Heracleum schelkovnikowii,Woronow,Species,Accepted,NA,843161-1,2846147,0,7,1,NA
Muehlbergella oweriniana,(Rupr.) Feer,CR,Fuzzy (edit distance),FALSE,0.917,2,354414,Muehlbergella oweriana,(Rupr.) Feer,Species,Accepted,NA,144181-1,354414,0,12,1,NA
Omphalodes kusnetzovii,Kolak.,VU,Fuzzy (edit distance),FALSE,0.909,2,2390266,Omphalodes kusnezowii,Kolak.,Species,Accepted,NA,119466-1,2390266,0,6,1,NA
Pyrus gergerana,Gladkova,CR,Fuzzy (phonetic),FALSE,0.938,1,2963464,Pyrus gergeriana,Gladkova,Species,Accepted,NA,958394-1,2963464,0,8,1,NA
Pyrus tamamschianae,Fed.,EN,Fuzzy (phonetic),FALSE,0.95,1,2941444,Pyrus tamamschiannae,Fed.,Species,Accepted,NA,731286-1,2941444,0,4,1,NA
Ranunculus aragazi,Grossh.,CR,Fuzzy (phonetic),FALSE,0.947,1,3242195,Ranunculus aragazii,Grossh.,Species,Synonym,TRUE,NA,2523305,0,7,1,NA
Rosa jaroshenkoi,Gadzh. &amp; Iskend.,DD,Fuzzy (edit distance),FALSE,0.941,1,2970552,Rosa jaroschenkoi,Gadzh. & Iskand.,Species,Accepted,NA,732960-1,2970552,5,8,1,NA
Seseli saxicolum,Pimenov,VU,Fuzzy (edit distance),FALSE,0.875,2,2479287,Seseli saxicola,(Albov) Pimenov,Species,Synonym,NA,848697-1,2478733,8,7,1,NA
Symphytum ibericum,Steven ex M.Bieb.,DD,Fuzzy (phonetic),FALSE,0.944,1,2475629,Symphytum ibiricum,Steven,Species,Accepted,NA,120793-1,2475629,11,6,1,NA
Noccaea zangezuricum,(Tzvelev) Al-Shehbaz,CR,Fuzzy (edit distance),FALSE,0.9,2,3002743,Noccaea zangezurica,(Tzvelev) Al-Shehbaz,Species,Accepted,NA,77148304-1,3002743,0,20,1,NA
Tragopogon armeniacus,Kuth.,EN,Fuzzy (edit distance),FALSE,0.952,1,3072922,Tragopogon ameniacus,Kuth.,Species,Accepted,NA,255936-1,3072922,0,5,1,NA
Lebrunia bushaie,Staner,VU,Fuzzy (edit distance),FALSE,0.938,1,2339135,Lebrunia busbaie,Staner,Species,Accepted,NA,428728-1,2339135,0,6,1,NA
Trichoscypha engong,Engl. &amp; Brehmer,VU,Fuzzy (edit distance),FALSE,0.947,1,2435175,Trichoscypha eugong,Engl. & Brehmer,Species,Accepted,NA,71863-1,2435175,4,8,1,NA
Maerua de-waillyi,Aubr�v. &amp; Pellegr.,DD,Fuzzy (phonetic),FALSE,0.941,1,2371089,Maerua dewaillyi,Aubrév. & Pellegr.,Species,Accepted,NA,147679-1,2371089,NA,-1,1,NA
Ephedra tweediana,C.A.Mey.,LC,Fuzzy (phonetic),FALSE,0.944,1,333058,Ephedra tweedieana,C.A.Mey.,Species,Accepted,NA,383472-1,333058,0,8,1,NA
Orites myrtoidea,(Poepp. &amp; Endl.) Engl.,VU,Fuzzy (edit distance),FALSE,0.938,1,2396498,Orites myrtoides,Benth. & Hook.f.,Species,Invalid,NA,705303-1,2402330,20,3,1,NA
Amomum calcicolum,Lamxay &amp; M.F.Newman,NT,Fuzzy (edit distance),FALSE,0.882,2,472549,Amomum calcicola,Lamxay & M.F.Newman,Species,Accepted,NA,77117659-1,472549,4,11,1,NA
Lanxangia tsaoko,(Crevost &amp; Lemari�) M.F.Newman &amp; �kornick.,NT,Fuzzy (phonetic),FALSE,0.941,1,530254,Lanxangia tsao-ko,(Crevost & Lemarié) M.F.Newman & Škorničk.,Species,Accepted,NA,77178198-1,530254,NA,-1,1,NA
Isonema bucholzii,Engl.,VU,Fuzzy (phonetic),FALSE,0.944,1,103155,Isonema buchholzii,Engl.,Species,Accepted,NA,79410-1,103155,0,5,1,NA
Geniostoma rarotongensis,Fosberg &amp; Sachet,DD,Fuzzy (edit distance),FALSE,0.917,2,2818950,Geniostoma rarotongense,Fosberg & Sachet,Species,Accepted,NA,897804-1,2818950,4,9,1,NA
Dinklageella villiersi,Szlach &amp; Olszewski,CR,Fuzzy (phonetic),FALSE,0.957,1,61941,Dinklageella villiersii,Szlach. & Olszewski,Species,Accepted,NA,20000686-1,61941,5,10,1,NA
Gagea elliptica,(A.Terracc.) Prain,EN,Fuzzy (phonetic),FALSE,0.933,1,307227,Gagea ellyptica,(A.Terracc.) Prain,Species,Synonym,NA,535505-1,307311,0,18,1,NA
Allium makmelianum,Post,NT,Fuzzy (edit distance),FALSE,0.895,2,295943,Allium machmelianum,Post,Species,Accepted,NA,528357-1,295943,0,4,1,NA
Discocactus petr-halfari,Zachar,CR,Fuzzy (phonetic),FALSE,0.96,1,2606986,Discocactus petr-halfarii,Zachar,Species,Accepted,NA,77090752-1,2606986,0,6,1,NA
Polystachya lawalreana,Geerinck,LC,Fuzzy (phonetic),FALSE,0.957,1,162875,Polystachya lawalreeana,Geerinck,Species,Accepted,NA,654393-1,162875,0,8,1,NA
Lathyrus blepharicarpus,Boiss.,LC,Fuzzy (phonetic),FALSE,0.957,1,2350948,Lathyrus blepharicarpos,Boiss.,Species,Accepted,NA,501612-1,2350948,0,6,1,NA
Polygonum cappadocium,Boiss. &amp; Balansa,DD,Fuzzy (edit distance),FALSE,0.955,1,2574820,Polygonum cappadocicum,Boiss. & Balansa,Species,Accepted,NA,695524-1,2574820,4,8,1,NA
Stuckenia amblyophyla,(C.A.Mey.) Holub,LC,Fuzzy (phonetic),FALSE,0.955,1,292684,Stuckenia amblyophylla,(C.A.Mey.) Holub,Species,Accepted,NA,1218542-2,292684,0,16,1,NA
Senegalia donaldii,"(Haines) Ragup., Seigler, Ebinger &amp; Maslin",DD,Fuzzy (phonetic),FALSE,0.944,1,2998778,Senegalia donaldi,"(Haines) Ragup., Seigler, Ebinger & Maslin",Species,Accepted,NA,77138709-1,2998778,4,35,1,NA
Baudouinia sollyaeformis,Baill.,VU,Fuzzy (phonetic),FALSE,0.917,2,2671244,Baudouinia sollyiformis,Baill.,Species,Accepted,NA,481069-1,2671244,0,6,1,NA
Swartzia brachyrachis,Harms,LC,Fuzzy (edit distance),FALSE,0.955,1,2491524,Swartzia brachyrhachis,Harms,Species,Accepted,NA,246594-2,2491524,0,5,1,NA
Astragalus plebejus,Boiss.,DD,Fuzzy (edit distance),FALSE,0.947,1,2661978,Astragalus plebeius,Boiss.,Species,Accepted,NA,479242-1,2661978,0,6,1,NA
Indigofera roseo-caerulea,Baker f.,LC,Fuzzy (phonetic),FALSE,0.96,1,2864633,Indigofera roseocaerulea,Baker f.,Species,Accepted,NA,499927-1,2864633,0,8,1,NA
Allium semenowii,Regel,LC,Fuzzy (edit distance),FALSE,0.938,1,296569,Allium semenovii,Regel,Species,Accepted,NA,528841-1,296569,0,5,1,NA
Mangifera gedebi,Miq.,NT,Fuzzy (phonetic),FALSE,0.938,1,2362806,Mangifera gedebe,Miq.,Species,Accepted,NA,69902-1,2362806,0,4,1,NA
Stylochaeton pilosus,Bogner,EN,Fuzzy (edit distance),FALSE,0.95,1,468177,Stylochaeton pilosum,Bogner,Species,Accepted,NA,77112782-1,468177,0,6,1,NA
Acacia resinicostata,Pedley,LC,Fuzzy (phonetic),FALSE,0.95,1,2613607,Acacia resinocostata,Pedley,Species,Accepted,NA,471306-1,2613607,0,6,1,NA
Zygia macbridii,(C.Barbosa) L.Rico,LC,Fuzzy (phonetic),FALSE,0.933,1,2470993,Zygia macbridei,(C.Barbosa) L.Rico,Species,Accepted,NA,962832-1,2470993,0,18,1,NA
Ponerorchis chidorii,(Makino) Ohwi,VU,Fuzzy (phonetic),FALSE,0.95,1,163256,Ponerorchis chidori,(Makino) Ohwi,Species,Unplaced,NA,654697-1,NA,0,13,1,NA
Macropodanthus membraniferus,(Carr) H.A.Pedersen,CR,Fuzzy (edit distance),FALSE,0.929,2,117115,Macropodanthus membranifer,(Carr) H.A.Pedersen,Species,Accepted,NA,971694-1,117115,0,19,1,NA
Anthurium debilis,Croat & D.C.Bay,LC,Fuzzy (edit distance),FALSE,0.882,2,220462,Anthurium debile,Croat & D.C.Bay,Species,Accepted,NA,60436403-2,220462,0,15,1,NA
Greigia van-hyningii,L.B.Sm.,LC,Fuzzy (phonetic),FALSE,0.95,1,247351,Greigia vanhyningii,L.B.Sm.,Species,Accepted,NA,113425-2,247351,0,7,1,NA
Cyperus cylindrostachyus,Boeckeler,LC,Fuzzy (edit distance),FALSE,0.958,1,236234,Cyperus cylindrostachys,Boeckeler,Species,Illegitimate,TRUE,304252-1,236237,0,9,1,NA
Amitostigma parciflorum,(Finet) Schltr.,DD,Fuzzy (phonetic),FALSE,0.957,1,8002,Amitostigma parceflorum,(Finet) Schltr.,Species,Synonym,TRUE,615711-1,538372,0,15,1,NA
Caladenia incensa,Hopper &amp; A.P.Br.,LC,Fuzzy (edit distance),FALSE,0.889,2,222826,Caladenia incensum,Hopper & A.P.Br.,Species,Accepted,NA,20002738-1,222826,4,8,1,NA
Carex montis-everesti,K�k.,LC,Fuzzy (phonetic),FALSE,0.955,1,228780,Carex montis-everestii,Kük.,Species,Accepted,NA,301064-1,228780,NA,-1,1,NA
Meistera masticatorum,(Thwaites) �kornick. &amp; M.F.Newman,LC,Fuzzy (phonetic),FALSE,0.955,1,530506,Meistera masticatorium,(Thwaites) Škorničk. & M.F.Newman,Species,Accepted,NA,77178233-1,530506,NA,-1,1,NA
Stylochaeton shabaensis,Malaisse & Bamps,LC,Fuzzy (edit distance),FALSE,0.913,2,198384,Stylochaeton shabaense,Malaisse & Bamps,Species,Accepted,NA,978840-1,198384,0,16,1,NA
Euphorbia pseudonudicaule,Bruyns,EN,Fuzzy (edit distance),FALSE,0.923,2,344134,Euphorbia pseudonudicaulis,Bruyns,Species,Accepted,NA,77074477-1,344134,0,6,1,NA
Pseuderanthemum usambarense,Vollesen,EN,Fuzzy (edit distance),FALSE,0.929,2,2903167,Pseuderanthemum usambarensis,Vollesen,Species,Accepted,NA,77109724-1,2903167,0,8,1,NA
Mimulopsis marronia,(Vollesen) E.Tripp,LC,Fuzzy (edit distance),FALSE,0.95,1,2996918,Mimulopsis marronina,(Vollesen) E.A.Tripp,Species,Accepted,NA,77139690-1,2996918,2,12,1,NA
Nepenthes rowaniae,F.M.Bailey,LC,Fuzzy (phonetic),FALSE,0.944,1,2383388,Nepenthes rowanae,F.M.Bailey,Species,Accepted,NA,603797-1,2383388,0,10,1,NA
Prunus harvardii,(W.Wight) S.C.Mason,DD,Fuzzy (edit distance),FALSE,0.938,1,2959887,Prunus havardii,(W.Wight) S.C.Mason,Species,Accepted,NA,1204980-2,2959887,0,19,1,NA
Prunus jaquemontii,Hook. f.,DD,Fuzzy (edit distance),FALSE,0.947,1,2960078,Prunus jacquemontii,Hook.f.,Species,Accepted,NA,729843-1,2960078,1,5,1,NA
Betula skvorsovii,McAll. &amp; Ashburner,DD,Fuzzy (edit distance),FALSE,0.944,1,489191,Betula skvortsovii,McAll. & Ashburner,Species,Accepted,NA,77128710-1,489191,4,10,1,NA
Senecio quartziticolus,Humbert,EN,Fuzzy (edit distance),FALSE,0.909,2,3082943,Senecio quartziticola,Humbert,Species,Accepted,NA,247177-1,3082943,0,7,1,NA
Plagiocheilus solivaeformis,DC.,LC,Fuzzy (phonetic),FALSE,0.926,2,3097878,Plagiocheilus soliviformis,DC.,Species,Accepted,NA,238667-1,3097878,0,3,1,NA
Homalium le-testui,Pellegr.,LC,Fuzzy (phonetic),FALSE,0.944,1,2925266,Homalium letestui,Pellegr.,Species,Accepted,NA,365510-1,2925266,0,8,1,NA
Engelhardtia roxburghiana,Lindl.,LC,Fuzzy (edit distance),FALSE,0.96,1,2789177,Engelhardia roxburghiana,Lindl.,Species,Accepted,NA,442229-1,2789177,0,6,1,NA
Stylochaeton tortispathus,Bogner &amp; Haigh,VU,Fuzzy (edit distance),FALSE,0.96,1,474522,Stylochaeton tortispathum,Bogner & Haigh,Species,Accepted,NA,77118099-1,474522,4,8,1,NA
Pandanus callmanderianus,Laivao &amp; Buerki,EN,Fuzzy (edit distance),FALSE,0.917,2,347680,Pandanus callmanderiana,Laivao & Buerki,Species,Accepted,NA,77075427-1,347680,4,8,1,NA
Pandanus longecuspidatus,Pic.Serm.,EN,Fuzzy (phonetic),FALSE,0.958,1,286182,Pandanus longicuspidatus,Pic.Serm.,Species,Accepted,NA,671158-1,286182,0,9,1,NA
Citrus garrawayi,F.M.Bailey,LC,Fuzzy (phonetic),FALSE,0.882,2,2724094,Citrus garrawayae,F.M.Bailey,Species,Accepted,NA,79360-3,2724094,0,10,1,NA
Iva xanthifolia,Nutt.,LC,Fuzzy (edit distance),FALSE,0.875,2,3119595,Iva xanthiifolia,Nutt.,Species,Synonym,TRUE,329301-2,3119596,0,5,1,NA
Lachnanthes caroliana,(Lam.) Dandy,LC,Fuzzy (edit distance),FALSE,0.913,2,251506,Lachnanthes caroliniana,(Lam.) Dandy,Species,Accepted,NA,134317-2,251506,0,12,1,NA
Trichophorum caespitosum,(L.) Hartman,LC,Fuzzy (edit distance),FALSE,0.958,1,270661,Trichophorum cespitosum,(L.) Hartm.,Species,Accepted,NA,315464-1,270661,2,10,1,NA
Secamone oleaefolia,Decne.,LC,Fuzzy (phonetic),FALSE,0.895,2,511654,Secamone oleifolia,Decne.,Species,Accepted,NA,101368-1,511654,0,6,1,NA
Garcinia cerasifer,(H.Perrier) P.F.Stevens,EN,Fuzzy (phonetic),FALSE,0.947,1,2816757,Garcinia cerasifera,(H.Perrier) P.F.Stevens,Species,Accepted,NA,60439838-2,2816757,0,23,1,NA
Senecio vaingaindranii,Scott Elliot,LC,Fuzzy (phonetic),FALSE,0.955,1,3083554,Senecio vaingaindrani,Scott Elliot,Species,Accepted,NA,248137-1,3083554,0,12,1,NA
Senecio hirtocrassus,Humbert,DD,Fuzzy (phonetic),FALSE,0.952,1,3081199,Senecio hirto-crassus,Humbert,Species,Accepted,NA,245532-1,3081199,0,7,1,NA
Cynorkis schlechterii,H.Perrier,CR,Fuzzy (phonetic),FALSE,0.952,1,53726,Cynorkis schlechteri,H.Perrier,Species,Accepted,NA,625304-1,53726,0,9,1,NA
Senecio acetosaefolius,Baker,EN,Fuzzy (phonetic),FALSE,0.909,2,3080100,Senecio acetosifolius,Baker,Species,Accepted,NA,243612-1,3080100,0,5,1,NA
Barleria decaisniana,Nees,EN,Fuzzy (phonetic),FALSE,0.95,1,2669927,Barleria decaisneana,Nees,Species,Accepted,NA,45934-1,2669927,0,4,1,NA
Helichrysum spenceranum,Wild,LC,Fuzzy (phonetic),FALSE,0.958,1,3091875,Helichrysum spencerianum,Wild,Species,Accepted,NA,213349-1,3091875,0,4,1,NA
Indigofera cecili,N.E.Br.,NT,Fuzzy (phonetic),FALSE,0.895,2,2863748,Indigofera ceciliae,N.E.Br.,Species,Accepted,NA,499123-1,2863748,0,7,1,NA
Anthospermum ammanioides,S.Moore,LC,Fuzzy (phonetic),FALSE,0.96,1,10465,Anthospermum ammannioides,S.Moore,Species,Accepted,NA,743355-1,10465,0,7,1,NA
Utricularia longiciliata,A.DC.,LC,Fuzzy (phonetic),FALSE,0.958,1,518497,Utricularia longeciliata,A.DC.,Species,Accepted,NA,526882-1,518497,0,5,1,NA
Magnolia shuarorum,F.Arroyo &amp; A.V�zquez,EN,Fuzzy (phonetic),FALSE,0.947,1,494356,Magnolia shuariorum,F.Arroyo & A.Vázquez,Species,Accepted,NA,60466975-2,494356,NA,-1,1,NA
Solanum edmonstonei,Hook.f.,DD,Fuzzy (edit distance),FALSE,0.9,2,3031819,Solanum edmondstonii,Hook.f.,Species,Accepted,NA,819089-1,3031819,0,7,1,NA
Impatiens luteo-viridis,H.Perrier,EN,Fuzzy (phonetic),FALSE,0.957,1,2862783,Impatiens luteoviridis,H.Perrier,Species,Accepted,NA,103752-1,2862783,0,9,1,NA
Polyscias nossibensis,(Drake) Harms,NT,Fuzzy (phonetic),FALSE,0.955,1,162543,Polyscias nossibiensis,(Drake) Harms,Species,Accepted,NA,91793-1,162543,0,13,1,NA
Benthamia nigro-vaginata,H.Perrier,CR,Fuzzy (phonetic),FALSE,0.958,1,20561,Benthamia nigrovaginata,H.Perrier,Species,Accepted,NA,617494-1,20561,0,9,1,NA
