scientific_name,authority,category
Eucalyptus tholiformis,A.R.Bean &amp; Brooker,LC
Eucalyptus tintinnans,(Blakely &amp; Jacobs) L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus tortilis,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus transcontinentalis,Maiden,LC
Eucalyptus virginea,Hopper &amp; Ward.-Johnson,VU
Eucalyptus vokesensis,D.Nicolle &amp; L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus wandoo,Blakely,VU
Eucalyptus acmenoides,Schauer,LC
Eucalyptus agglomerata,Maiden,LC
Eucalyptus alaticaulis,R.J.Watson &amp; Ladiges,LC
Eucalyptus albida,Maiden &amp; Blakely,VU
Eucalyptus alipes,(L.A.S.Johnson &amp; K.D.Hill) D.Nicolle &amp; Brooker,VU
Eucalyptus amplifolia,Naudin,NT
Eucalyptus angophoroides,R.T.Baker,LC
Eucalyptus angulosa,Schauer,VU
Eucalyptus angustissima,F.Muell.,VU
Eucalyptus argophloia,Blakely,EN
Eucalyptus armillata,D.Nicolle &amp; M.E.French,VU
Eucalyptus articulata,Brooker &amp; Hopper,VU
Eucalyptus assimilans,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus aurifodina,Rule,EN
Eucalyptus baileyana,F.Muell.,LC
Eucalyptus barberi,L.A.S.Johnson &amp; Blaxell,LC
Eucalyptus baxteri,(Benth.) J.M.Black,LC
Eucalyptus beardiana,Brooker &amp; Blaxell,CR
Eucalyptus behriana,F.Muell.,EN
Eucalyptus boliviana,J.B.Williams &amp; K.D.Hill,NT
Eucalyptus botryoides,Sm.,NT
Eucalyptus brandiana,Hopper &amp; McQuoid,VU
Eucalyptus brevipes,Brooker,EN
Eucalyptus brockwayi,C.A.Gardner,NT
Eucalyptus broviniensis,A.R.Bean,NT
Eucalyptus bunyip,Rule,LC
Eucalyptus burdettiana,Blakely &amp; H.Steedman,LC
Eucalyptus burgessiana,L.A.S.Johnson &amp; Blaxell,LC
Eucalyptus burracoppinensis,Maiden &amp; Blakely,VU
Eucalyptus calcareana,Boomsma,NT
Eucalyptus calcicola,Brooker,VU
Eucalyptus calyerup,McQuoid &amp; Hopper,DD
Eucalyptus cameronii,Blakely &amp; McKie,LC
Eucalyptus ceracea,Brooker &amp; Done,LC
Eucalyptus ceratocorys,(Blakely) L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus chartaboma,D.Nicolle,LC
Eucalyptus chlorophylla,Brooker &amp; Done,LC
Eucalyptus comitae-vallis,Maiden,NT
Eucalyptus suggrandis,L.A.S.Johnson &amp; K.D.Hill,VU
Eucalyptus copulans,L.A.S.Johnson &amp; K.D.Hill,DD
Eucalyptus cornuta,Labill.,NT
Eucalyptus cosmophylla,F.Muell.,LC
Eucalyptus crebra,F.Muell.,LC
Eucalyptus cretata,P.J.Lang &amp; Brooker,EN
Eucalyptus croajingolensis,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus cullenii,Cambage,LC
Eucalyptus cuprea,Brooker &amp; Hopper,EN
Eucalyptus cyclostoma,Brooker,LC
Eucalyptus falcata,Turcz.,LC
Eucalyptus famelica,Brooker &amp; Hopper,DD
Eucalyptus fastigata,H.Deane &amp; Maiden,LC
Eucalyptus flindersii,Boomsma,LC
Eucalyptus foecunda,Schauer,LC
Eucalyptus formanii,C.A.Gardner,LC
Eucalyptus forrestiana,Diels,EN
Eucalyptus fraxinoides,H.Deane &amp; Maiden,LC
Eucalyptus frenchiana,D.Nicolle,LC
Eucalyptus fulgens,Rule,EN
Eucalyptus gardneri,Maiden,LC
Eucalyptus gittinsii,Brooker &amp; Blaxell,VU
Eucalyptus glaucina,(Blakely) L.A.S.Johnson,VU
Eucalyptus gomphocephala,A.Cunn. ex DC.,VU
Eucalyptus goniantha,Turcz.,LC
Eucalyptus goniocarpa,L.A.S.Johnson &amp; K.D.Hill,EN
Eucalyptus herbertiana,Maiden,LC
Eucalyptus houseana,W.Fitzg. ex Maiden,LC
Eucalyptus hypostomatica,L.A.S.Johnson &amp; K.D.Hill,DD
Eucalyptus imitans,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus incerata,Brooker &amp; Hopper,LC
Eucalyptus insularis,Brooker,NT
Eucalyptus intertexta,R.T.Baker,LC
Eucalyptus jensenii,Maiden,LC
Eucalyptus johnstonii,Maiden,NT
Eucalyptus kabiana,L.A.S.Johnson &amp; K.D.Hill,EN
Eucalyptus kenneallyi,K.D.Hill &amp; L.A.S.Johnson,DD
Eucalyptus kitsoniana,Maiden,EN
Eucalyptus kondininensis,Maiden &amp; Blakely,EN
Eucalyptus kruseana,F.Muell.,LC
Eucalyptus laevis,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus laevopinea,F.Muell. ex R.T.Baker,NT
Eucalyptus leprophloia,Brooker &amp; Hopper,DD
Eucalyptus leptophleba,F.Muell.,LC
Eucalyptus leucophloia,Brooker,LC
Eucalyptus ligustrina,A.Cunn. ex DC.,LC
Eucalyptus litorea,Brooker &amp; Hopper,NT
Eucalyptus lockyeri,Blaxell &amp; K.D.Hill,LC
Eucalyptus longirostrata,(Blakely) L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus longissima,D.Nicolle,LC
Eucalyptus lucens,Brooker &amp; Dunlop,LC
Eucalyptus luehmanniana,F.Muell.,VU
Eucalyptus macrorhyncha,F.Muell. ex Benth.,LC
Eucalyptus magnificata,L.A.S.Johnson &amp; K.D.Hill,VU
Eucalyptus malacoxylon,Blakely,LC
Eucalyptus megacarpa,F.Muell.,LC
Eucalyptus melanoleuca,S.T.Blake,NT
Eucalyptus melanophloia,F.Muell.,LC
Eucalyptus merrickiae,Maiden &amp; Blakely,VU
Eucalyptus micranthera,F.Muell. ex Benth.,NT
Eucalyptus microcorys,F.Muell.,NT
Eucalyptus microschema,Brooker &amp; Hopper,DD
Eucalyptus mimica,Brooker &amp; Hopper,EN
Eucalyptus molyneuxii,Rule,EN
Eucalyptus moorei,Maiden &amp; Cambage,LC
Eucalyptus morrisii,R.T.Baker,LC
Eucalyptus muelleriana,Howitt,LC
Eucalyptus multicaulis,Blakely,LC
Eucalyptus myriadena,Brooker,EN
Eucalyptus nandewarica,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus nebulosa,A.M.Gray,LC
Eucalyptus neglecta,Maiden,LC
Eucalyptus newbeyi,D.J.Carr &amp; S.G.M.Carr,VU
Eucalyptus nobilis,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus normantonensis,Maiden &amp; Cambage,LC
Eucalyptus obconica,Brooker &amp; Kleinig,LC
Eucalyptus obesa,Brooker &amp; Hopper,NT
Eucalyptus obtusiflora,A.Cunn. ex DC.,VU
Eucalyptus occidentalis,Endl.,EN
Eucalyptus ochrophloia,F.Muell.,LC
Eucalyptus odontocarpa,F.Muell.,LC
Eucalyptus oleosa,F.Muell. ex Miq.,NT
Eucalyptus dumosa,A.Cunn. ex Oxley,VU
Eucalyptus drummondii,Benth.,LC
Eucalyptus orophila,L.D.Pryor,CR
Eucalyptus dorrigoensis,(Blakely) L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus pachycalyx,Maiden &amp; Blakely,LC
Eucalyptus panda,S.T.Blake,LC
Eucalyptus pantoleuca,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus patellaris,F.Muell.,LC
Eucalyptus pendens,Brooker,LC
Eucalyptus percostata,Brooker &amp; P.J.Lang,NT
Eucalyptus petraea,D.J.Carr &amp; S.G.M.Carr,LC
Eucalyptus dolichocera,L.A.S.Johnson &amp; K.D.Hill,NT
Eucalyptus phaenophylla,Brooker &amp; Hopper,VU
Eucalyptus pilbarensis,Brooker &amp; Edgecombe,LC
Eucalyptus diversifolia,Bonpl.,VU
Eucalyptus planipes,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus platycorys,Maiden &amp; Blakely,LC
Eucalyptus platydisca,D.Nicolle &amp; Brooker,EN
Eucalyptus platyphylla,F.Muell.,LC
Eucalyptus polyanthemos,Schauer,NT
Eucalyptus distans,"Brooker, Boland &amp; Kleinig",LC
Eucalyptus wetarensis,L.D.Pryor,NT
Eucalyptus wilcoxii,Boland &amp; Kleinig,LC
Eucalyptus woodwardii,Maiden,LC
Eucalyptus wubinensis,L.A.S.Johnson &amp; K.D.Hill,EN
Eucalyptus wyolensis,Boomsma,NT
Eucalyptus dissimulata,Brooker,EN
Eucalyptus xerothermica,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus yilgarnensis,(Maiden) Brooker,LC
Eucalyptus discreta,Brooker,NT
Eucalyptus youmanii,Blakely &amp; McKie,LC
Eucalyptus yumbarrana,Boomsma,LC
Corymbia abergiana,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia aparrerinja,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia aspera,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia aureola,(Brooker &amp; A.R.Bean) K.D.Hill &amp; L.A.S.Johnson,LC
Eucalyptus diminuta,Brooker &amp; Hopper,VU
Corymbia bella,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia bloxsomei,(Maiden) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia brachycarpa,(D.J.Carr &amp; S.G.M.Carr) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia bunites,(Brooker &amp; A.R.Bean) K.D.Hill &amp; L.A.S.Johnson,LC
Eucalyptus deuaensis,Boland &amp; P.M.Gilmour,LC
Corymbia cadophora,K.D.Hill &amp; L.A.S.Johnson,LC
Eucalyptus desmondensis,Maiden &amp; Blakely,EN
Corymbia cliftoniana,(W.Fitzg.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia dichromophloia,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia eremaea,(D.J.Carr &amp; S.G.M.Carr) K.D.Hill &amp; L.A.S.Johnson,LC
Eucalyptus dendromorpha,(Blakely) L.A.S.Johnson &amp; Blaxell,LC
Corymbia erythrophloia,(Blakely) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia foelscheana,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia grandifolia,(R.Br. ex Benth.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia hendersonii,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia setosa,(Schauer) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia stockeri,(D.J.Carr &amp; S.G.M.Carr) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia tessellaris,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,NT
Angophora costata,(Gaertn.) Hochr. ex Britten,LC
Angophora inopina,K.D.Hill,NT
Angophora melanoxylon,F.Muell. ex R.T.Baker,LC
Eucalyptus paludicola,Nicolle,EN
Eucalyptus paliformis,L.A.S.Johnson &amp; Blaxell,LC
Eucalyptus pachyphylla,F.Muell.,LC
Eucalyptus oxymitra,Blakely,LC
Eucalyptus ovularis,Maiden &amp; Blakely,LC
Eucalyptus ovata,Labill.,VU
Eucalyptus ornata,Crisp,LC
Eucalyptus ornans,Molyneux &amp; Rule,CR
Eucalyptus orgadophila,Maiden &amp; Blakely,NT
Eucalyptus oreades,F.Muell. ex R.T.Baker,LC
Eucalyptus ordiana,Dunlop &amp; Done,LC
Eucalyptus orbifolia,F.Muell.,LC
Eucalyptus oligantha,Schauer,LC
Eucalyptus olida,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus nortonii,(Blakely) L.A.S.Johnson,LC
Eucalyptus nitida,Hook.f.,LC
Eucalyptus nigrifunda,Brooker &amp; Hopper,LC
Eucalyptus mooreana,Maiden,NT
Eucalyptus mackintii,Kottek,LC
Eucalyptus lateritica,Brooker &amp; Hopper,DD
Eucalyptus interstans,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus indurata,Brooker &amp; Hopper,VU
Eucalyptus gigantangion,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus scopulorum,K.D.Hill,NT
Eucalyptus scias,L.A.S.Johnson &amp; K.D.Hill,NT
Eucalyptus saxatilis,J.B.Kirkp. &amp; Brooker,LC
Eucalyptus sargentii,Maiden,EN
Eucalyptus saligna,Sm.,LC
Eucalyptus salicola,Brooker,NT
Eucalyptus seeana,Maiden,NT
Eucalyptus semota,Macph. &amp; Grayling,VU
Eucalyptus serraensis,Ladiges &amp; Whiffin,LC
Eucalyptus sheathiana,Maiden,VU
Eucalyptus shirleyi,Maiden,LC
Eucalyptus siderophloia,Benth.,NT
Eucalyptus sideroxylon,A.Cunn. ex Woolls,LC
Eucalyptus similis,Maiden,LC
Eucalyptus sinuosa,"D.Nicolle, M.E.French &amp; McQuoid",LC
Eucalyptus smithii,F.Muell. ex R.T.Baker,LC
Eucalyptus spathulata,Hook.,EN
Eucalyptus sporadica,Brooker &amp; Hopper,VU
Eucalyptus squamosa,H.Deane &amp; Maiden,VU
Eucalyptus staeri,(Maiden) Maiden ex Kessell &amp; C.A.Gardner,NT
Eucalyptus steedmanii,C.A.Gardner,VU
Eucalyptus stellulata,Sieber ex DC.,NT
Eucalyptus stowardii,Maiden,LC
Eucalyptus stricta,Sieber ex Spreng.,LC
Eucalyptus subangusta,(Blakely) Brooker &amp; Hopper,VU
Eucalyptus subcrenulata,Maiden &amp; Blakely,LC
Eucalyptus subtilis,Brooker &amp; Hopper,LC
Eucalyptus suffulgens,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus sweedmaniana,Hopper &amp; McQuoid,LC
Eucalyptus synandra,Crisp,EN
Eucalyptus tardecidens,(L.A.S.Johnson &amp; K.D.Hill) A.R.Bean,LC
Eucalyptus tenera,L.A.S.Johnson &amp; K.D.Hill,NT
Eucalyptus tenuipes,(Maiden &amp; Blakely) Blakely &amp; C.T.White,LC
Eucalyptus tenuiramis,Miq.,NT
Eucalyptus tetraptera,Turcz.,NT
Eucalyptus thamnoides,Brooker &amp; Hopper,VU
Eucalyptus thozetiana,F.Muell. ex R.T.Baker,NT
Eucalyptus tindaliae,Blakely,LC
Eucalyptus todtiana,F.Muell.,NT
Eucalyptus torquata,Luehm.,LC
Eucalyptus tricarpa,(L.A.S.Johnson) L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus triflora,(Maiden) Blakely,LC
Eucalyptus tumida,Brooker &amp; Hopper,VU
Eucalyptus ultima,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus umbra,F.Muell. ex R.T.Baker,LC
Eucalyptus umbrawarrensis,Maiden,LC
Eucalyptus uncinata,Turcz.,VU
Eucalyptus urophylla,S.T.Blake,EN
Eucalyptus utilis,Brooker &amp; Hopper,LC
Eucalyptus valens,L.A.S.Johnson &amp; K.D.Hill,EN
Eucalyptus varia,Brooker &amp; Hopper,VU
Eucalyptus vegrandis,L.A.S.Johnson &amp; K.D.Hill,VU
Eucalyptus verrucata,Ladiges &amp; Whiffin,LC
Eucalyptus vesiculosa,Brooker &amp; Hopper,VU
Eucalyptus vicina,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus victoriana,Ladiges &amp; Whiffin,LC
Eucalyptus viminalis,Labill.,NT
Eucalyptus virens,Brooker &amp; A.R.Bean,NT
Eucalyptus viridis,F.Muell. ex R.T.Baker,LC
Eucalyptus vittata,D.Nicolle,LC
Eucalyptus volcanica,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus websteriana,Maiden,LC
Eucalyptus acroleuca,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus adesmophloia,(Brooker &amp; Hopper) D.Nicolle &amp; M.E.French,NT
Eucalyptus aequioperta,Brooker &amp; Hopper,EN
Eucalyptus aggregata,H.Deane &amp; Maiden,VU
Eucalyptus albens,Benth.,VU
Eucalyptus albopurpurea,(Boomsma) D.Nicolle,NT
Eucalyptus alligatrix,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus ammophila,Brooker &amp; Slee,LC
Eucalyptus amygdalina,Labill.,NT
Eucalyptus angularis,Brooker &amp; Hopper,DD
Eucalyptus annettae,D.Nicolle &amp; M.E.French,VU
Eucalyptus annulata,Benth.,VU
Eucalyptus annuliformis,Grayling &amp; Brooker,DD
Eucalyptus apiculata,R.T.Baker &amp; H.G.Sm.,LC
Eucalyptus apodophylla,Blakely &amp; Jacobs,LC
Eucalyptus apothalassica,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus approximans,Maiden,LC
Eucalyptus aquilina,Brooker,NT
Eucalyptus arachnaea,Brooker &amp; Hopper,LC
Eucalyptus arborella,Brooker &amp; Hopper,LC
Eucalyptus arcana,(Nicolle &amp; Brooker) Rule,EN
Eucalyptus archeri,Maiden &amp; Blakely,LC
Eucalyptus arenacea,J.C.Marginson &amp; Ladiges,LC
Eucalyptus arenicola,Rule,VU
Eucalyptus argillacea,W.Fitzg. ex Maiden,LC
Eucalyptus argutifolia,Grayling &amp; Brooker,NT
Eucalyptus aridimontana,D.Nicolle &amp; M.E.French,LC
Eucalyptus aromaphloia,Pryor &amp; J.H.Willis,VU
Eucalyptus aspersa,Brooker &amp; Hopper,LC
Eucalyptus aspratilis,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus atrata,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus badjensis,Beuzev. &amp; Welch,LC
Eucalyptus baeuerlenii,F.Muell.,LC
Eucalyptus baiophylla,D.Nicolle &amp; Brooker,LC
Eucalyptus balladoniensis,Brooker,LC
Eucalyptus baueriana,Schauer,VU
Eucalyptus beaniana,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus bensonii,L.A.S.Johnson &amp; K.D.Hill,VU
Eucalyptus benthamii,Maiden &amp; Cambage,EN
Eucalyptus beyeriana,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus bigalerita,F.Muell.,LC
Eucalyptus blakelyi,Maiden,VU
Eucalyptus blaxellii,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus bosistoana,F.Muell.,NT
Eucalyptus brachyandra,F.Muell.,LC
Eucalyptus brachycalyx,Blakely,NT
Eucalyptus brassiana,S.T.Blake,LC
Eucalyptus brevifolia,F.Muell.,LC
Eucalyptus brevistylis,Brooker,LC
Eucalyptus brownii,Maiden &amp; Cambage,LC
Eucalyptus buprestium,F.Muell.,VU
Eucalyptus caesia,Benth.,LC
Eucalyptus caleyi,Maiden,LC
Eucalyptus caliginosa,Blakely &amp; McKie,LC
Eucalyptus calycogona,Turcz.,EN
Eucalyptus cambageana,Maiden,VU
Eucalyptus camfieldii,Maiden,VU
Eucalyptus campaspe,S.Moore,NT
Eucalyptus canaliculata,Maiden,LC
Eucalyptus canobolensis,(L.A.S.Johnson &amp; K.D.Hill) J.T.Hunter,DD
Eucalyptus capillosa,Brooker &amp; Hopper,NT
Eucalyptus capitellata,Sm.,NT
Eucalyptus carnei,C.A.Gardner,LC
Eucalyptus carolaniae,Rule,CR
Eucalyptus celastroides,Turcz.,NT
Eucalyptus cephalocarpa,Blakely,VU
Eucalyptus cerasiformis,Brooker &amp; Blaxell,VU
Eucalyptus cernua,Brooker &amp; Hopper,LC
Eucalyptus canescens,Nicolle,LC
Eucalyptus capitanea,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus captiosa,Brooker &amp; Hopper,VU
Eucalyptus carnea,F.Muell. ex R.T.Baker,LC
Eucalyptus castrensis,K.D.Hill,DD
Eucalyptus chapmaniana,Cameron,LC
Eucalyptus chloroclada,(Blakely) L.A.S.Johnson &amp; K.D.Hill,NT
Eucalyptus cinerea,F.Muell. ex Benth.,NT
Eucalyptus cladocalyx,F.Muell.,VU
Eucalyptus clivicola,Brooker &amp; Hopper,VU
Eucalyptus coccifera,Hook.f.,LC
Eucalyptus concinna,Maiden &amp; Blakely,LC
Eucalyptus conferruminata,D.J.Carr &amp; S.G.M.Carr,NT
Eucalyptus conferta,Rule,VU
Eucalyptus confluens,W.Fitzg. ex Maiden,LC
Eucalyptus conglobata,(Benth.) Maiden,NT
Eucalyptus conglomerata,Maiden &amp; Blakely,EN
Eucalyptus conica,H.Deane &amp; Maiden,VU
Eucalyptus consideniana,Maiden,LC
Eucalyptus conspicua,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus conveniens,L.A.S.Johnson &amp; K.D.Hill,DD
Eucalyptus cooperiana,F.Muell.,LC
Eucalyptus cordata,Labill.,NT
Eucalyptus corrugata,Luehm.,LC
Eucalyptus corynodes,A.R.Bean &amp; Brooker,LC
Eucalyptus costuligera,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus crenulata,Blakely &amp; Beuzev.,CR
Eucalyptus creta,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus perangusta,Brooker,NT
Eucalyptus perriniana,F.Muell. ex Rodway,LC
Eucalyptus petrensis,Brooker &amp; Hopper,EN
Eucalyptus phenax,Brooker &amp; Slee,VU
Eucalyptus pileata,Blakely,VU
Eucalyptus pimpiniana,Maiden,LC
Eucalyptus piperita,Sm.,LC
Eucalyptus planchoniana,F.Muell.,LC
Eucalyptus polita,Brooker &amp; Hopper,LC
Eucalyptus whitei,Maiden &amp; Blakely,LC
Eucalyptus xanthonema,Turcz.,VU
Eucalyptus yalatensis,Boomsma,LC
Eucalyptus yarriambiack,Rule,CR
Eucalyptus youngiana,F.Muell.,LC
Eucalyptus zopherophloia,Brooker &amp; Hopper,LC
Corymbia arafurica,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia arnhemensis,(D.J.Carr &amp; S.G.M.Carr) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia blakei,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia bleeseri,(Blakely) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia calophylla,(R.Br. ex Lindl.) K.D.Hill &amp; L.A.S.Johnson,NT
Corymbia candida,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia chartacea,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia clandestina,(A.R.Bean) K.D.Hill &amp; L.A.S.Johnson,NT
Corymbia clavigera,(A.Cunn. ex Schauer) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia collina,(W.Fitzg.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia dallachiana,(Benth.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia dendromerinx,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia deserticola,(S.G.M.Carr) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia disjuncta,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia ellipsoidea,(D.J.Carr &amp; S.G.M.Carr) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia ferruginea,(Schauer) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia flavescens,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia gilbertensis,(Maiden &amp; Blakely) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia haematoxylon,(Maiden) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia hamersleyana,(D.J.Carr &amp; S.G.M.Carr) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia henryi,(S.T.Blake) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia intermedia,(F.Muell. ex R.T.Baker) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia jacobsiana,(Blakely) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia lamprophylla,(Brooker &amp; A.R.Bean) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia leichhardtii,(F.M.Bailey) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia nesophila,(Blakely) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia novoguinensis,(D.J.Carr &amp; S.G.M.Carr) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia pachycarpa,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia peltata,(Benth.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia petalophylla,(Brooker &amp; A.R.Bean) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia plena,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia polycarpa,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia polysciada,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia ptychocarpa,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia serendipita,(Brooker &amp; Kleinig) A.R.Bean,LC
Corymbia sphaerica,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia terminalis,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia torelliana,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia torta,K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia trachyphloia,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia umbonata,(D.J.Carr &amp; S.G.M.Carr) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia watsoniana,(F.Muell.) K.D.Hill &amp; L.A.S.Johnson,LC
Corymbia xanthope,(A.R.Bean &amp; Brooker) K.D.Hill &amp; L.A.S.Johnson,NT
Corymbia zygophylla,(Blakely) K.D.Hill &amp; L.A.S.Johnson,LC
Angophora bakeri,E.C.Hall,LC
Angophora floribunda,(Sm.) Sweet,NT
Angophora hispida,(Sm.) Blaxell,NT
Angophora robur,L.A.S.Johnson &amp; K.D.Hill,LC
Angophora subvelutina,F.Muell.,LC
Angophora woodsiana,F.M.Bailey,LC
Eucalyptus rameliana,F.Muell.,LC
Eucalyptus raveretiana,F.Muell.,NT
Eucalyptus ravida,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus recta,L.A.S.Johnson &amp; K.D.Hill,EN
Eucalyptus redimiculifera,L.A.S.Johnson &amp; K.D.Hill,DD
Eucalyptus redunca,Schauer,LC
Eucalyptus relicta,Hopper &amp; Ward.-Johnson,VU
Eucalyptus remota,Blakely,NT
Eucalyptus repullulans,Nicolle,LC
Eucalyptus retinens,L.A.S.Johnson &amp; K.D.Hill,DD
Eucalyptus retusa,"D.Nicolle, M.E.French &amp; McQuoid",NT
Eucalyptus rhodantha,Blakely &amp; H.Steedman,EN
Eucalyptus rhombica,A.R.Bean &amp; Brooker,LC
Eucalyptus rhomboidea,Hopper &amp; D.Nicolle,EN
Eucalyptus rigens,Brooker &amp; Hopper,EN
Eucalyptus rigidula,Cambage &amp; Blakely,LC
Eucalyptus rupestris,Brooker &amp; Done,LC
Eucalyptus salmonophloia,F.Muell.,VU
Eucalyptus scoparia,Maiden,LC
Eucalyptus oraria,L.A.S.Johnson,LC
Eucalyptus optima,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus opimiflora,D.Nicolle &amp; M.E.French,LC
Eucalyptus ophitica,L.A.S.Johnson &amp; K.D.Hill,LC
Eucalyptus olsenii,L.A.S.Johnson &amp; Blaxell,LC
Eucalyptus nudicaulis,A.R.Bean,EN
Eucalyptus nova-anglica,H.Deane &amp; Maiden,VU
Eucalyptus notactites,(L.A.S.Johnson &amp; K.D.Hill) D.Nicolle &amp; M.E.French,LC
Eucalyptus notabilis,Maiden,LC
Eucalyptus crispata,Brooker &amp; Hopper,DD
Eucalyptus crucis,Maiden,VU
Eucalyptus cupularis,C.A.Gardner,LC
Eucalyptus curtisii,Blakely &amp; C.T.White,NT
Eucalyptus cyanophylla,Brooker,VU
Eucalyptus cylindriflora,Maiden &amp; Blakely,LC
Eucalyptus cylindrocarpa,Blakely,LC
Eucalyptus falciformis,"(Newnham, Ladiges &amp; Whiffin) Rule",VU
Eucalyptus farinosa,K.D.Hill,VU
